id,adapter_id,arrival,first_token,finish,n_input_tokens,n_output_tokens,cache_hit,acquire_ms
req_00000,reasoning,0.000000,1.888484,6.557580,62,24,0,161.609479
req_00003,reasoning,0.000000,1.888484,6.557580,54,24,0,161.609479
req_00001,hebrew,0.000000,7.581988,9.759196,45,24,0,169.630625
req_00002,summary,0.000000,10.792789,13.000895,45,24,0,178.741458
req_00004,reasoning,0.000000,13.896778,16.071193,47,24,1,0.000000
