id,adapter_id,arrival,first_token,finish,n_input_tokens,n_output_tokens,cache_hit,acquire_ms
req_00000,hebrew,2.404209,3.077304,4.010337,44,18,0,30.027225
req_00001,reasoning,4.740398,5.405411,7.066956,44,32,0,29.538867
req_00002,reasoning,7.125159,7.753659,9.431302,43,32,1,0.000000
req_00003,summary,7.404954,10.103554,11.766580,44,32,0,28.706506
req_00004,hebrew,7.491391,12.462308,14.134131,44,32,0,29.611797
