id,adapter_id,arrival,first_token,finish,n_input_tokens,n_output_tokens,cache_hit,acquire_ms
req_00000,hebrew,2.404209,3.106754,4.050525,44,18,0,30.556083
req_00001,reasoning,4.740398,5.418252,7.035092,44,32,0,30.758603
req_00002,reasoning,7.125159,7.752690,9.366257,43,32,1,0.000000
req_00003,summary,7.404954,10.057322,11.672151,44,32,0,26.904565
req_00004,hebrew,7.491391,12.370983,13.990207,44,32,0,28.122833
