backend,method,exec_ms_per_token,raw_ms_per_token,generated_tokens,direct_read_mib_per_forward,direct_read_ms_per_forward,pipeline_wait_ms,pipeline_missing_mib,pipeline_unissued_mib,apply_count,online_calls,token_prefix_sha256,measurement_monitor_samples
gpu,Static-Min,1500.0594,1500.06,401,215.0705735660848,132.3093017456359,4889.956,0.0,0.0,0,,d99675902c791e80756bcc66694776097f8143368b3eeddf13ea4b1f36e864e7,122
gpu,Static-Max,388.7434610389611,388.74,1541,0.0,0.0,0.0,0.0,0.0,0,,d99675902c791e80756bcc66694776097f8143368b3eeddf13ea4b1f36e864e7,121
gpu,MRU,843.6096770538244,843.04,707,180.37991513437058,94.72316831683167,9364.442,0.0,0.0,32,140,d99675902c791e80756bcc66694776097f8143368b3eeddf13ea4b1f36e864e7,126
gpu,Offline,760.4166010165184,759.63,788,30.526142131979693,39.990342639593905,3089.045,0.0,0.0,42,,d99675902c791e80756bcc66694776097f8143368b3eeddf13ea4b1f36e864e7,124
gpu,Online,804.2476080536912,803.53,746,25.13337801608579,36.30702412868633,5450.308,0.0,0.0,33,129,d99675902c791e80756bcc66694776097f8143368b3eeddf13ea4b1f36e864e7,126
gpu,Diff-before,788.9380381578949,788.25,761,24.971222076215504,39.441327201051244,23221.056,0.0,0.0,31,126,d99675902c791e80756bcc66694776097f8143368b3eeddf13ea4b1f36e864e7,122
gpu,Diff-now,637.1698076514347,636.82,942,21.31783439490446,30.219564755838643,11706.457,0.0,0.0,36,138,d99675902c791e80756bcc66694776097f8143368b3eeddf13ea4b1f36e864e7,120
