seq,graph_id,weight,budget_mib,capacity,expert_ids
1610,74789,blk.1.ffn_gate_exps.weight,7766,44,24;18;43;50
1611,74836,blk.2.ffn_gate_exps.weight,7766,44,14;15;16;40
1612,74882,blk.3.ffn_gate_exps.weight,7766,44,25;38;26;2
1613,74928,blk.4.ffn_gate_exps.weight,7766,44,53;35;52;18
1614,74974,blk.5.ffn_gate_exps.weight,7766,44,48;17;13;9
1615,75020,blk.6.ffn_gate_exps.weight,7766,44,29;36;1;22
1616,75066,blk.7.ffn_gate_exps.weight,7766,44,33;27;42;1
1617,75112,blk.8.ffn_gate_exps.weight,7766,44,55;38;23;53
1618,75158,blk.9.ffn_gate_exps.weight,7766,44,20;25;19;8
1619,75204,blk.10.ffn_gate_exps.weight,7766,44,47;11;21;32
1620,75250,blk.11.ffn_gate_exps.weight,7766,44,15;30;49;20
1621,75296,blk.12.ffn_gate_exps.weight,7766,44,9;33;32;42
1622,75342,blk.13.ffn_gate_exps.weight,7766,44,38;9;22;5
1623,75388,blk.14.ffn_gate_exps.weight,7766,44,33;10;7;26
1624,75435,blk.15.ffn_gate_exps.weight,7766,44,49;37;25;40
1625,75481,blk.16.ffn_gate_exps.weight,7766,44,12;23;13;10
1626,75527,blk.17.ffn_gate_exps.weight,7766,44,10;1;17;5
1627,75573,blk.18.ffn_gate_exps.weight,7766,44,38;23;56;43
1628,75619,blk.19.ffn_gate_exps.weight,7766,44,36;56;54;22
1629,75665,blk.20.ffn_gate_exps.weight,7766,44,20;47;0;2
1630,75711,blk.21.ffn_gate_exps.weight,7766,44,14;22;11;43
1631,75757,blk.22.ffn_gate_exps.weight,7766,44,14;35;37;8
1632,75805,blk.23.ffn_gate_exps.weight,7766,44,2;36;54;9
1633,75856,blk.0.ffn_gate_exps.weight,7766,44,50;28;10;15
1634,75904,blk.1.ffn_gate_exps.weight,7766,44,28;9;41;21
1635,75951,blk.2.ffn_gate_exps.weight,7766,44,26;49;24;41
1636,75997,blk.3.ffn_gate_exps.weight,7766,44,54;6;38;11
1637,76043,blk.4.ffn_gate_exps.weight,7766,44,42;22;51;9
1638,76089,blk.5.ffn_gate_exps.weight,7766,44,5;0;4;59
1639,76135,blk.6.ffn_gate_exps.weight,7766,44,6;10;58;44
1640,76181,blk.7.ffn_gate_exps.weight,7766,44,0;6;40;39
1641,76227,blk.8.ffn_gate_exps.weight,7766,44,54;41;53;19
1642,76273,blk.9.ffn_gate_exps.weight,7766,44,53;6;52;35
1643,76319,blk.10.ffn_gate_exps.weight,7766,44,0;33;11;5
1644,76365,blk.11.ffn_gate_exps.weight,7766,44,24;15;52;47
1645,76411,blk.12.ffn_gate_exps.weight,7766,44,14;6;12;46
1646,76457,blk.13.ffn_gate_exps.weight,7766,44,37;26;56;2
1647,76503,blk.14.ffn_gate_exps.weight,7766,44,44;59;23;48
1648,76550,blk.15.ffn_gate_exps.weight,7766,44,16;15;34;35
1649,76596,blk.16.ffn_gate_exps.weight,7766,44,47;44;14;32
1650,76642,blk.17.ffn_gate_exps.weight,7766,44,42;26;18;50
1651,76688,blk.18.ffn_gate_exps.weight,7766,44,1;39;49;36
1652,76734,blk.19.ffn_gate_exps.weight,7766,44,4;51;6;55
1653,76780,blk.20.ffn_gate_exps.weight,7766,44,0;28;10;50
1654,76826,blk.21.ffn_gate_exps.weight,7766,44,55;31;57;43
1655,76872,blk.22.ffn_gate_exps.weight,7766,44,41;29;55;45
1656,76920,blk.23.ffn_gate_exps.weight,7766,44,25;1;17;48
1657,76971,blk.0.ffn_gate_exps.weight,7766,44,45;56;52;13
1658,77019,blk.1.ffn_gate_exps.weight,7766,44,45;15;3;56
1659,77066,blk.2.ffn_gate_exps.weight,7766,44,0;20;28;3
1660,77112,blk.3.ffn_gate_exps.weight,7766,44,51;43;10;35
1661,77158,blk.4.ffn_gate_exps.weight,7766,44,56;4;59;48
1662,77204,blk.5.ffn_gate_exps.weight,7766,44,10;46;49;6
1663,77250,blk.6.ffn_gate_exps.weight,7766,44,40;13;23;4
1664,77296,blk.7.ffn_gate_exps.weight,7766,44,58;26;13;49
1665,77342,blk.8.ffn_gate_exps.weight,7767,44,49;44;22;10
1666,77388,blk.9.ffn_gate_exps.weight,7767,44,22;33;45;42
1667,77434,blk.10.ffn_gate_exps.weight,7767,44,53;28;20;16
1668,77480,blk.11.ffn_gate_exps.weight,7767,44,57;29;56;54
1669,77526,blk.12.ffn_gate_exps.weight,7767,44,20;49;21;22
1670,77572,blk.13.ffn_gate_exps.weight,7767,44,12;42;39;0
1671,77618,blk.14.ffn_gate_exps.weight,7767,44,50;14;43;28
1672,77665,blk.15.ffn_gate_exps.weight,7767,44,5;12;56;55
1673,77711,blk.16.ffn_gate_exps.weight,7767,44,19;42;45;25
1674,77757,blk.17.ffn_gate_exps.weight,7767,44,8;53;46;39
1675,77803,blk.18.ffn_gate_exps.weight,7767,44,45;34;21;43
1676,77849,blk.19.ffn_gate_exps.weight,7767,44,41;58;32;38
1677,77895,blk.20.ffn_gate_exps.weight,7767,44,15;37;36;47
1678,77941,blk.21.ffn_gate_exps.weight,7767,44,50;57;42;56
1679,77987,blk.22.ffn_gate_exps.weight,7767,44,21;13;55;32
1680,78035,blk.23.ffn_gate_exps.weight,7767,44,54;3;50;56
1681,78086,blk.0.ffn_gate_exps.weight,7767,44,31;59;45;5
1682,78134,blk.1.ffn_gate_exps.weight,7767,44,16;27;8;4
1683,78181,blk.2.ffn_gate_exps.weight,7767,44,45;46;9;24
1684,78227,blk.3.ffn_gate_exps.weight,7767,44,54;7;55;28
1685,78273,blk.4.ffn_gate_exps.weight,7767,44,14;34;23;42
1686,78319,blk.5.ffn_gate_exps.weight,7767,44,43;4;26;17
1687,78365,blk.6.ffn_gate_exps.weight,7767,44,44;56;8;6
1688,78411,blk.7.ffn_gate_exps.weight,7767,44,23;3;36;0
1689,78457,blk.8.ffn_gate_exps.weight,7767,44,45;48;13;2
1690,78503,blk.9.ffn_gate_exps.weight,7767,44,55;38;1;21
1691,78549,blk.10.ffn_gate_exps.weight,7767,44,33;24;32;11
1692,78595,blk.11.ffn_gate_exps.weight,7767,44,5;23;10;6
1693,78641,blk.12.ffn_gate_exps.weight,7767,44,50;28;1;8
1694,78687,blk.13.ffn_gate_exps.weight,7767,44,56;19;20;48
1695,78733,blk.14.ffn_gate_exps.weight,7767,44,22;31;1;54
1696,78780,blk.15.ffn_gate_exps.weight,7767,44,0;52;26;49
1697,78826,blk.16.ffn_gate_exps.weight,7767,44,24;44;18;15
1698,78872,blk.17.ffn_gate_exps.weight,7767,44,30;51;10;50
1699,78918,blk.18.ffn_gate_exps.weight,7767,44,59;16;29;33
1700,78964,blk.19.ffn_gate_exps.weight,7767,44,10;37;50;39
1701,79010,blk.20.ffn_gate_exps.weight,7767,44,33;58;42;34
1702,79056,blk.21.ffn_gate_exps.weight,7767,44,16;57;43;47
1703,79102,blk.22.ffn_gate_exps.weight,7767,44,44;25;29;7
1704,79150,blk.23.ffn_gate_exps.weight,7767,44,15;34;9;10
1705,79201,blk.0.ffn_gate_exps.weight,7767,44,49;57;12;14
1706,79249,blk.1.ffn_gate_exps.weight,7767,44,23;16;28;27
1707,79296,blk.2.ffn_gate_exps.weight,7767,44,22;14;3;1
1708,79342,blk.3.ffn_gate_exps.weight,7767,44,31;26;5;16
1709,79388,blk.4.ffn_gate_exps.weight,7767,44,49;35;24;52
1710,79434,blk.5.ffn_gate_exps.weight,7767,44,17;43;47;7
1711,79480,blk.6.ffn_gate_exps.weight,7767,44,8;56;59;54
1712,79526,blk.7.ffn_gate_exps.weight,7767,44,57;1;33;34
1713,79572,blk.8.ffn_gate_exps.weight,7767,44,23;32;48;38
1714,79618,blk.9.ffn_gate_exps.weight,7767,44,19;59;25;20
1715,79664,blk.10.ffn_gate_exps.weight,7767,44,32;40;21;11
1716,79710,blk.11.ffn_gate_exps.weight,7767,44,8;20;10;35
1717,79756,blk.12.ffn_gate_exps.weight,7767,44,1;35;33;25
1718,79802,blk.13.ffn_gate_exps.weight,7767,44,9;6;20;17
1719,79848,blk.14.ffn_gate_exps.weight,7767,44,4;33;26;27
1720,79895,blk.15.ffn_gate_exps.weight,7767,44,49;44;37;26
1721,79941,blk.16.ffn_gate_exps.weight,7767,44,0;13;12;10
1722,79987,blk.17.ffn_gate_exps.weight,7767,44,10;1;30;14
1723,80033,blk.18.ffn_gate_exps.weight,7767,44,13;31;27;18
1724,80079,blk.19.ffn_gate_exps.weight,7767,44,9;56;36;54
1725,80125,blk.20.ffn_gate_exps.weight,7767,44,54;22;3;47
1726,80171,blk.21.ffn_gate_exps.weight,7767,44,32;4;20;43
1727,80217,blk.22.ffn_gate_exps.weight,7767,44,59;58;37;35
1728,80265,blk.23.ffn_gate_exps.weight,7767,44,23;19;45;4
1729,80316,blk.0.ffn_gate_exps.weight,7767,44,37;47;20;13
1730,80364,blk.1.ffn_gate_exps.weight,7767,44,42;0;26;6
1731,80411,blk.2.ffn_gate_exps.weight,7767,44,0;11;38;39
1732,80457,blk.3.ffn_gate_exps.weight,7767,44,20;15;18;39
1733,80503,blk.4.ffn_gate_exps.weight,7767,44,11;2;26;55
1734,80549,blk.5.ffn_gate_exps.weight,7767,44,42;25;39;6
1735,80595,blk.6.ffn_gate_exps.weight,7767,44,27;59;54;31
1736,80641,blk.7.ffn_gate_exps.weight,7767,44,47;52;37;2
1737,80687,blk.8.ffn_gate_exps.weight,7767,44,11;16;32;40
1738,80733,blk.9.ffn_gate_exps.weight,7767,44,57;27;20;54
1739,80779,blk.10.ffn_gate_exps.weight,7767,44,51;52;31;19
1740,80825,blk.11.ffn_gate_exps.weight,7767,44,28;11;58;22
1741,80871,blk.12.ffn_gate_exps.weight,7768,44,58;38;40;25
1742,80917,blk.13.ffn_gate_exps.weight,7768,44,55;34;22;52
1743,80963,blk.14.ffn_gate_exps.weight,7768,44,9;26;16;8
1744,81010,blk.15.ffn_gate_exps.weight,7768,44,50;17;6;15
1745,81056,blk.16.ffn_gate_exps.weight,7768,44,7;30;53;36
1746,81102,blk.17.ffn_gate_exps.weight,7768,44,17;19;25;21
1747,81148,blk.18.ffn_gate_exps.weight,7768,44,32;24;56;38
1748,81194,blk.19.ffn_gate_exps.weight,7768,44,25;49;9;27
1749,81240,blk.20.ffn_gate_exps.weight,7768,44,12;23;47;3
1750,81286,blk.21.ffn_gate_exps.weight,7768,44,19;52;9;30
1751,81332,blk.22.ffn_gate_exps.weight,7768,44,19;28;12;11
1752,81380,blk.23.ffn_gate_exps.weight,7768,44,44;36;23;45
1753,81431,blk.0.ffn_gate_exps.weight,7768,44,42;8;46;5
1754,81479,blk.1.ffn_gate_exps.weight,7768,44,0;48;33;5
1755,81526,blk.2.ffn_gate_exps.weight,7768,44,15;36;22;20
1756,81572,blk.3.ffn_gate_exps.weight,7768,44,28;27;1;21
1757,81618,blk.4.ffn_gate_exps.weight,7768,44,46;28;53;39
1758,81664,blk.5.ffn_gate_exps.weight,7768,44,5;8;59;24
1759,81710,blk.6.ffn_gate_exps.weight,7768,44,19;18;44;6
1760,81756,blk.7.ffn_gate_exps.weight,7768,44,44;15;17;3
1761,81802,blk.8.ffn_gate_exps.weight,7768,44,28;29;19;59
1762,81848,blk.9.ffn_gate_exps.weight,7768,44,37;28;50;1
1763,81894,blk.10.ffn_gate_exps.weight,7768,44,1;39;54;2
1764,81940,blk.11.ffn_gate_exps.weight,7768,44,45;38;23;4
1765,81986,blk.12.ffn_gate_exps.weight,7768,44,6;57;41;23
1766,82032,blk.13.ffn_gate_exps.weight,7768,44,23;19;43;51
1767,82078,blk.14.ffn_gate_exps.weight,7768,44,59;13;16;57
1768,82125,blk.15.ffn_gate_exps.weight,7768,44,39;1;11;46
1769,82171,blk.16.ffn_gate_exps.weight,7768,44,37;11;31;29
1770,82217,blk.17.ffn_gate_exps.weight,7768,44,42;37;43;21
1771,82263,blk.18.ffn_gate_exps.weight,7768,44,44;54;26;53
1772,82309,blk.19.ffn_gate_exps.weight,7768,44,4;23;21;11
1773,82355,blk.20.ffn_gate_exps.weight,7768,44,40;16;9;10
1774,82401,blk.21.ffn_gate_exps.weight,7768,44,37;43;0;44
1775,82447,blk.22.ffn_gate_exps.weight,7768,44,3;33;7;34
1776,82495,blk.23.ffn_gate_exps.weight,7768,44,32;0;43;39
1777,82546,blk.0.ffn_gate_exps.weight,7768,44,41;8;21;22
1778,82594,blk.1.ffn_gate_exps.weight,7768,44,40;45;4;1
1779,82641,blk.2.ffn_gate_exps.weight,7768,44,20;5;1;38
1780,82687,blk.3.ffn_gate_exps.weight,7768,44,14;33;45;15
1781,82733,blk.4.ffn_gate_exps.weight,7768,44,38;55;25;41
1782,82779,blk.5.ffn_gate_exps.weight,7768,44,49;19;8;25
1783,82825,blk.6.ffn_gate_exps.weight,7768,44,12;35;26;39
1784,82871,blk.7.ffn_gate_exps.weight,7768,44,47;28;15;12
1785,82917,blk.8.ffn_gate_exps.weight,7768,44,5;1;36;9
1786,82963,blk.9.ffn_gate_exps.weight,7768,44,56;48;37;54
1787,83009,blk.10.ffn_gate_exps.weight,7768,44,6;16;51;1
1788,83055,blk.11.ffn_gate_exps.weight,7768,44,26;54;25;45
1789,83101,blk.12.ffn_gate_exps.weight,7768,44,45;29;38;31
1790,83147,blk.13.ffn_gate_exps.weight,7768,44,25;22;42;52
1791,83193,blk.14.ffn_gate_exps.weight,7768,44,37;16;9;26
1792,83240,blk.15.ffn_gate_exps.weight,7768,44,56;50;12;28
1793,83286,blk.16.ffn_gate_exps.weight,7768,44,42;26;31;43
1794,83332,blk.17.ffn_gate_exps.weight,7768,44,7;53;39;19
1795,83378,blk.18.ffn_gate_exps.weight,7768,44,22;32;50;24
1796,83424,blk.19.ffn_gate_exps.weight,7768,44,25;49;22;26
1797,83470,blk.20.ffn_gate_exps.weight,7768,44,47;27;3;31
1798,83516,blk.21.ffn_gate_exps.weight,7768,44,19;9;35;3
1799,83562,blk.22.ffn_gate_exps.weight,7768,44,12;15;28;19
1800,83610,blk.23.ffn_gate_exps.weight,7768,44,44;36;3;2
1801,83661,blk.0.ffn_gate_exps.weight,7768,44,26;42;45;59
1802,83709,blk.1.ffn_gate_exps.weight,7768,44,47;20;18;35
1803,83756,blk.2.ffn_gate_exps.weight,7768,44,53;16;36;40
1804,83802,blk.3.ffn_gate_exps.weight,7768,44,8;28;14;6
1805,83848,blk.4.ffn_gate_exps.weight,7768,44,7;42;30;27
1806,83894,blk.5.ffn_gate_exps.weight,7768,44,5;57;27;59
1807,83940,blk.6.ffn_gate_exps.weight,7768,44,16;7;18;3
1808,83986,blk.7.ffn_gate_exps.weight,7768,44,15;44;23;17
1809,84032,blk.8.ffn_gate_exps.weight,7768,44,45;59;41;19
1810,84078,blk.9.ffn_gate_exps.weight,7768,44,37;50;47;52
1811,84124,blk.10.ffn_gate_exps.weight,7768,44,2;54;39;15
1812,84170,blk.11.ffn_gate_exps.weight,7768,44,4;52;45;38
1813,84216,blk.12.ffn_gate_exps.weight,7768,44,57;41;23;50
1814,84262,blk.13.ffn_gate_exps.weight,7768,44,32;43;19;23
1815,84308,blk.14.ffn_gate_exps.weight,7768,44,30;59;40;16
1816,84355,blk.15.ffn_gate_exps.weight,7768,44,1;39;36;11
1817,84401,blk.16.ffn_gate_exps.weight,7768,44,11;47;25;21
1818,84447,blk.17.ffn_gate_exps.weight,7768,44,37;42;43;31
1819,84493,blk.18.ffn_gate_exps.weight,7768,44,44;11;26;37
1820,84539,blk.19.ffn_gate_exps.weight,7768,44,4;12;52;38
1821,84585,blk.20.ffn_gate_exps.weight,7768,44,9;40;16;56
1822,84631,blk.21.ffn_gate_exps.weight,7768,44,43;49;34;44
1823,84677,blk.22.ffn_gate_exps.weight,7768,44,10;29;22;36
1824,84725,blk.23.ffn_gate_exps.weight,7769,44,32;43;55;51
1825,84776,blk.0.ffn_gate_exps.weight,7769,44,43;20;24;1
1826,84824,blk.1.ffn_gate_exps.weight,7769,44,21;38;18;37
1827,84871,blk.2.ffn_gate_exps.weight,7769,44,25;10;15;22
1828,84917,blk.3.ffn_gate_exps.weight,7769,44,40;0;25;33
1829,84963,blk.4.ffn_gate_exps.weight,7769,44,53;52;49;55
1830,85009,blk.5.ffn_gate_exps.weight,7769,44,19;47;17;25
1831,85055,blk.6.ffn_gate_exps.weight,7769,44,47;26;7;59
1832,85101,blk.7.ffn_gate_exps.weight,7769,44,33;15;44;29
1833,85147,blk.8.ffn_gate_exps.weight,7769,44,14;32;36;28
1834,85193,blk.9.ffn_gate_exps.weight,7769,44,25;19;37;20
1835,85239,blk.10.ffn_gate_exps.weight,7769,44,21;32;31;39
1836,85285,blk.11.ffn_gate_exps.weight,7769,44,35;20;30;45
1837,85331,blk.12.ffn_gate_exps.weight,7769,44,33;25;38;16
1838,85377,blk.13.ffn_gate_exps.weight,7769,44,38;6;9;22
1839,85423,blk.14.ffn_gate_exps.weight,7769,44,10;16;33;26
1840,85470,blk.15.ffn_gate_exps.weight,7769,44,49;45;3;31
1841,85516,blk.16.ffn_gate_exps.weight,7769,44,12;13;36;0
1842,85562,blk.17.ffn_gate_exps.weight,7769,44,10;1;30;58
1843,85608,blk.18.ffn_gate_exps.weight,7769,44,13;38;5;29
1844,85654,blk.19.ffn_gate_exps.weight,7769,44,22;54;25;33
1845,85700,blk.20.ffn_gate_exps.weight,7769,44,22;47;12;3
1846,85746,blk.21.ffn_gate_exps.weight,7769,44,43;20;44;54
1847,85792,blk.22.ffn_gate_exps.weight,7769,44,37;58;14;7
1848,85840,blk.23.ffn_gate_exps.weight,7769,44,36;2;22;52
1849,85891,blk.0.ffn_gate_exps.weight,7769,44,51;37;14;22
1850,85939,blk.1.ffn_gate_exps.weight,7769,44,42;26;50;6
1851,85986,blk.2.ffn_gate_exps.weight,7769,44,11;20;41;39
1852,86032,blk.3.ffn_gate_exps.weight,7769,44,15;37;10;2
1853,86078,blk.4.ffn_gate_exps.weight,7769,44,11;18;0;26
1854,86124,blk.5.ffn_gate_exps.weight,7769,44,42;6;25;9
1855,86170,blk.6.ffn_gate_exps.weight,7769,44,27;57;7;43
1856,86216,blk.7.ffn_gate_exps.weight,7769,44,15;52;47;8
1857,86262,blk.8.ffn_gate_exps.weight,7769,44,11;14;9;40
1858,86308,blk.9.ffn_gate_exps.weight,7769,44,27;57;43;54
1859,86354,blk.10.ffn_gate_exps.weight,7769,44,4;51;52;58
1860,86400,blk.11.ffn_gate_exps.weight,7769,44,28;11;58;14
1861,86446,blk.12.ffn_gate_exps.weight,7769,44,58;38;40;2
1862,86492,blk.13.ffn_gate_exps.weight,7769,44,34;55;52;58
1863,86538,blk.14.ffn_gate_exps.weight,7769,44,9;10;16;32
1864,86585,blk.15.ffn_gate_exps.weight,7769,44,17;6;45;50
1865,86631,blk.16.ffn_gate_exps.weight,7769,44,53;30;7;36
1866,86677,blk.17.ffn_gate_exps.weight,7769,44,25;19;17;23
1867,86723,blk.18.ffn_gate_exps.weight,7769,44,24;32;51;3
1868,86769,blk.19.ffn_gate_exps.weight,7769,44,25;49;54;27
1869,86815,blk.20.ffn_gate_exps.weight,7769,44,12;23;3;47
1870,86861,blk.21.ffn_gate_exps.weight,7769,44,19;7;52;35
1871,86907,blk.22.ffn_gate_exps.weight,7769,44,19;11;37;5
1872,86955,blk.23.ffn_gate_exps.weight,7769,44,52;36;2;44
1873,87006,blk.0.ffn_gate_exps.weight,7769,44,42;8;51;46
1874,87054,blk.1.ffn_gate_exps.weight,7769,44,33;0;37;2
1875,87101,blk.2.ffn_gate_exps.weight,7769,44,26;40;38;19
1876,87147,blk.3.ffn_gate_exps.weight,7769,44,11;26;57;34
1877,87193,blk.4.ffn_gate_exps.weight,7769,44,28;42;15;16
1878,87239,blk.5.ffn_gate_exps.weight,7769,44,25;24;22;1
1879,87285,blk.6.ffn_gate_exps.weight,7769,44,10;16;18;5
1880,87331,blk.7.ffn_gate_exps.weight,7769,44,6;0;41;22
1881,87377,blk.8.ffn_gate_exps.weight,7769,44,53;19;25;51
1882,87423,blk.9.ffn_gate_exps.weight,7769,44,53;51;30;1
1883,87469,blk.10.ffn_gate_exps.weight,7769,44,35;29;41;3
1884,87515,blk.11.ffn_gate_exps.weight,7769,44,24;12;15;40
1885,87561,blk.12.ffn_gate_exps.weight,7769,44,14;6;54;51
1886,87607,blk.13.ffn_gate_exps.weight,7769,44,58;5;33;26
1887,87653,blk.14.ffn_gate_exps.weight,7769,44,21;20;44;25
1888,87700,blk.15.ffn_gate_exps.weight,7769,44,53;16;45;38
1889,87746,blk.16.ffn_gate_exps.weight,7768,44,37;16;54;29
1890,87792,blk.17.ffn_gate_exps.weight,7768,44,26;56;37;31
1891,87838,blk.18.ffn_gate_exps.weight,7768,44,1;53;39;11
1892,87884,blk.19.ffn_gate_exps.weight,7768,44,45;54;51;8
1893,87930,blk.20.ffn_gate_exps.weight,7768,44,47;35;3;40
1894,87976,blk.21.ffn_gate_exps.weight,7768,44,55;7;2;35
1895,88022,blk.22.ffn_gate_exps.weight,7768,44,11;41;34;7
1896,88070,blk.23.ffn_gate_exps.weight,7768,44,36;2;17;30
1897,88121,blk.0.ffn_gate_exps.weight,7768,44,19;0;52;54
1898,88169,blk.1.ffn_gate_exps.weight,7768,44,12;7;46;5
1899,88216,blk.2.ffn_gate_exps.weight,7768,44,25;17;30;26
1900,88262,blk.3.ffn_gate_exps.weight,7768,44,56;39;34;21
1901,88308,blk.4.ffn_gate_exps.weight,7768,44,28;44;18;21
1902,88354,blk.5.ffn_gate_exps.weight,7768,44,44;36;13;24
1903,88400,blk.6.ffn_gate_exps.weight,7768,44,43;31;41;54
1904,88446,blk.7.ffn_gate_exps.weight,7768,44,22;6;3;29
1905,88492,blk.8.ffn_gate_exps.weight,7768,44,25;19;31;17
1906,88538,blk.9.ffn_gate_exps.weight,7768,44,53;51;54;30
1907,88584,blk.10.ffn_gate_exps.weight,7768,44,35;54;8;55
1908,88630,blk.11.ffn_gate_exps.weight,7768,44,31;24;12;39
1909,88676,blk.12.ffn_gate_exps.weight,7768,44,6;23;12;2
1910,88722,blk.13.ffn_gate_exps.weight,7768,44,33;37;23;2
1911,88768,blk.14.ffn_gate_exps.weight,7768,44,25;13;6;19
1912,88815,blk.15.ffn_gate_exps.weight,7768,44,1;55;48;10
1913,88861,blk.16.ffn_gate_exps.weight,7768,44,52;54;59;32
1914,88907,blk.17.ffn_gate_exps.weight,7768,44,56;9;37;45
1915,88953,blk.18.ffn_gate_exps.weight,7768,44,36;39;53;9
1916,88999,blk.19.ffn_gate_exps.weight,7768,44,51;4;11;35
1917,89045,blk.20.ffn_gate_exps.weight,7768,44,15;39;56;28
1918,89091,blk.21.ffn_gate_exps.weight,7767,44,57;55;31;54
1919,89137,blk.22.ffn_gate_exps.weight,7767,44,41;55;33;29
1920,89185,blk.23.ffn_gate_exps.weight,7767,44,25;12;43;27
1921,89236,blk.0.ffn_gate_exps.weight,7767,44,59;52;48;27
1922,89284,blk.1.ffn_gate_exps.weight,7767,44,10;56;9;3
1923,89331,blk.2.ffn_gate_exps.weight,7767,44,52;50;57;23
1924,89377,blk.3.ffn_gate_exps.weight,7767,44,43;40;32;2
1925,89423,blk.4.ffn_gate_exps.weight,7767,44,56;4;48;32
1926,89469,blk.5.ffn_gate_exps.weight,7767,44,10;3;46;13
1927,89515,blk.6.ffn_gate_exps.weight,7767,44,40;23;13;4
1928,89561,blk.7.ffn_gate_exps.weight,7767,44,26;49;13;51
1929,89607,blk.8.ffn_gate_exps.weight,7767,44,49;22;44;37
1930,89653,blk.9.ffn_gate_exps.weight,7767,44,33;42;45;14
1931,89699,blk.10.ffn_gate_exps.weight,7767,44,28;53;20;57
1932,89745,blk.11.ffn_gate_exps.weight,7767,44,57;29;56;16
1933,89791,blk.12.ffn_gate_exps.weight,7767,44,49;21;5;20
1934,89837,blk.13.ffn_gate_exps.weight,7767,44,39;12;15;36
1935,89883,blk.14.ffn_gate_exps.weight,7767,44,43;14;46;45
1936,89930,blk.15.ffn_gate_exps.weight,7767,44,29;5;58;59
1937,89976,blk.16.ffn_gate_exps.weight,7767,44,3;45;57;19
1938,90022,blk.17.ffn_gate_exps.weight,7767,44,38;5;49;52
1939,90068,blk.18.ffn_gate_exps.weight,7767,44,4;35;56;6
1940,90114,blk.19.ffn_gate_exps.weight,7767,44,58;44;31;5
1941,90160,blk.20.ffn_gate_exps.weight,7767,44,36;26;38;59
1942,90206,blk.21.ffn_gate_exps.weight,7767,44,39;23;43;30
1943,90252,blk.22.ffn_gate_exps.weight,7767,44,6;33;29;1
1944,90300,blk.23.ffn_gate_exps.weight,7767,44,58;38;39;12
1945,90351,blk.0.ffn_gate_exps.weight,7767,44,18;52;3;13
1946,90399,blk.1.ffn_gate_exps.weight,7767,44,41;50;51;1
1947,90446,blk.2.ffn_gate_exps.weight,7767,44,18;43;28;5
1948,90492,blk.3.ffn_gate_exps.weight,7767,44,12;46;10;1
1949,90538,blk.4.ffn_gate_exps.weight,7767,44,13;1;15;55
1950,90584,blk.5.ffn_gate_exps.weight,7767,44,55;36;6;53
1951,90630,blk.6.ffn_gate_exps.weight,7766,44,57;49;46;43
1952,90676,blk.7.ffn_gate_exps.weight,7766,44,52;8;21;10
1953,90722,blk.8.ffn_gate_exps.weight,7766,44,26;39;47;6
1954,90768,blk.9.ffn_gate_exps.weight,7766,44,7;57;49;32
1955,90814,blk.10.ffn_gate_exps.weight,7766,44,51;52;13;42
1956,90860,blk.11.ffn_gate_exps.weight,7766,44,17;1;58;22
1957,90906,blk.12.ffn_gate_exps.weight,7766,44,52;58;40;22
1958,90952,blk.13.ffn_gate_exps.weight,7766,44,58;10;4;17
1959,90998,blk.14.ffn_gate_exps.weight,7766,44,28;24;41;58
1960,91045,blk.15.ffn_gate_exps.weight,7766,44,55;17;27;24
1961,91091,blk.16.ffn_gate_exps.weight,7766,44,53;29;30;28
1962,91137,blk.17.ffn_gate_exps.weight,7766,44,8;25;12;52
1963,91183,blk.18.ffn_gate_exps.weight,7766,44,34;51;48;21
1964,91229,blk.19.ffn_gate_exps.weight,7766,44,41;13;18;49
1965,91275,blk.20.ffn_gate_exps.weight,7766,44,24;37;50;43
1966,91321,blk.21.ffn_gate_exps.weight,7766,44,7;50;26;53
1967,91367,blk.22.ffn_gate_exps.weight,7766,44,4;39;21;55
1968,91415,blk.23.ffn_gate_exps.weight,7766,44,24;4;50;36
1969,91466,blk.0.ffn_gate_exps.weight,7766,44,11;35;4;27
1970,91514,blk.1.ffn_gate_exps.weight,7766,44,46;18;36;27
1971,91561,blk.2.ffn_gate_exps.weight,7766,44,37;56;32;41
1972,91607,blk.3.ffn_gate_exps.weight,7766,44,3;46;13;32
1973,91653,blk.4.ffn_gate_exps.weight,7766,44,13;43;1;48
1974,91699,blk.5.ffn_gate_exps.weight,7765,44,29;6;55;53
1975,91745,blk.6.ffn_gate_exps.weight,7765,44,9;49;41;11
1976,91791,blk.7.ffn_gate_exps.weight,7765,44,58;53;41;19
1977,91837,blk.8.ffn_gate_exps.weight,7765,44,26;27;39;50
1978,91883,blk.9.ffn_gate_exps.weight,7765,44,58;3;49;32
1979,91929,blk.10.ffn_gate_exps.weight,7765,44,23;13;57;58
1980,91975,blk.11.ffn_gate_exps.weight,7765,44,27;1;44;55
1981,92021,blk.12.ffn_gate_exps.weight,7765,44,18;17;53;24
1982,92067,blk.13.ffn_gate_exps.weight,7765,44,46;4;41;31
1983,92113,blk.14.ffn_gate_exps.weight,7765,44,53;41;24;34
1984,92160,blk.15.ffn_gate_exps.weight,7765,44,8;20;24;55
1985,92206,blk.16.ffn_gate_exps.weight,7765,44,8;2;17;48
1986,92252,blk.17.ffn_gate_exps.weight,7765,44,4;11;8;58
