seq,graph_id,weight,budget_mib,capacity,expert_ids
1987,92298,blk.18.ffn_gate_exps.weight,7765,44,10;22;47;45
1988,92344,blk.19.ffn_gate_exps.weight,7765,44,29;3;48;0
1989,92390,blk.20.ffn_gate_exps.weight,7765,44,19;13;43;46
1990,92436,blk.21.ffn_gate_exps.weight,7765,44,15;13;27;8
1991,92482,blk.22.ffn_gate_exps.weight,7764,44,43;42;15;25
1992,92530,blk.23.ffn_gate_exps.weight,7764,44,13;53;7;47
1993,92581,blk.0.ffn_gate_exps.weight,7764,44,40;45;5;37
1994,92629,blk.1.ffn_gate_exps.weight,7764,44,46;36;21;44
1995,92676,blk.2.ffn_gate_exps.weight,7764,44,34;56;32;19
1996,92722,blk.3.ffn_gate_exps.weight,7764,44,13;4;23;53
1997,92768,blk.4.ffn_gate_exps.weight,7764,44,7;15;1;24
1998,92814,blk.5.ffn_gate_exps.weight,7764,44,29;51;2;27
1999,92860,blk.6.ffn_gate_exps.weight,7764,44,16;28;37;42
2000,92906,blk.7.ffn_gate_exps.weight,7764,44,38;23;34;46
2001,92952,blk.8.ffn_gate_exps.weight,7764,44,18;52;45;26
2002,92998,blk.9.ffn_gate_exps.weight,7764,44,49;35;34;5
2003,93044,blk.10.ffn_gate_exps.weight,7764,44,40;37;42;49
2004,93090,blk.11.ffn_gate_exps.weight,7764,44,27;8;48;4
2005,93136,blk.12.ffn_gate_exps.weight,7764,44,53;18;4;17
2006,93182,blk.13.ffn_gate_exps.weight,7764,44,32;17;19;4
2007,93228,blk.14.ffn_gate_exps.weight,7764,44,54;20;24;2
2008,93275,blk.15.ffn_gate_exps.weight,7763,44,36;31;33;40
2009,93321,blk.16.ffn_gate_exps.weight,7763,44,15;51;21;46
2010,93367,blk.17.ffn_gate_exps.weight,7763,44,20;51;34;52
2011,93413,blk.18.ffn_gate_exps.weight,7763,44,11;59;12;28
2012,93459,blk.19.ffn_gate_exps.weight,7763,44,40;50;3;35
2013,93505,blk.20.ffn_gate_exps.weight,7763,44,9;7;43;4
2014,93551,blk.21.ffn_gate_exps.weight,7763,44,16;57;1;18
2015,93597,blk.22.ffn_gate_exps.weight,7763,44,49;25;55;50
2016,93645,blk.23.ffn_gate_exps.weight,7763,44,7;25;27;12
2017,93696,blk.0.ffn_gate_exps.weight,7763,44,41;35;30;16
2018,93744,blk.1.ffn_gate_exps.weight,7763,44,42;24;46;36
2019,93791,blk.2.ffn_gate_exps.weight,7763,44,57;14;50;53
2020,93837,blk.3.ffn_gate_exps.weight,7763,44,25;7;53;33
2021,93883,blk.4.ffn_gate_exps.weight,7763,44,53;52;49;29
2022,93929,blk.5.ffn_gate_exps.weight,7763,44,47;17;23;59
2023,93975,blk.6.ffn_gate_exps.weight,7763,44,8;47;28;55
2024,94021,blk.7.ffn_gate_exps.weight,7763,44,57;33;20;18
2025,94067,blk.8.ffn_gate_exps.weight,7763,44,23;18;27;52
2026,94113,blk.9.ffn_gate_exps.weight,7763,44,59;19;25;3
2027,94159,blk.10.ffn_gate_exps.weight,7763,44,21;40;32;11
2028,94205,blk.11.ffn_gate_exps.weight,7763,44,35;8;0;20
2029,94251,blk.12.ffn_gate_exps.weight,7762,44,35;33;1;25
2030,94297,blk.13.ffn_gate_exps.weight,7762,44,38;17;9;6
2031,94343,blk.14.ffn_gate_exps.weight,7762,44,58;33;10;5
2032,94390,blk.15.ffn_gate_exps.weight,7762,44,37;49;44;3
2033,94436,blk.16.ffn_gate_exps.weight,7762,44,0;13;35;6
2034,94482,blk.17.ffn_gate_exps.weight,7762,44,1;10;46;40
2035,94528,blk.18.ffn_gate_exps.weight,7762,44,43;23;31;56
2036,94574,blk.19.ffn_gate_exps.weight,7762,44,56;41;26;32
2037,94620,blk.20.ffn_gate_exps.weight,7762,44,51;52;22;20
2038,94666,blk.21.ffn_gate_exps.weight,7762,44,14;53;21;25
2039,94712,blk.22.ffn_gate_exps.weight,7762,44,15;21;37;35
2040,94760,blk.23.ffn_gate_exps.weight,7762,44,54;36;23;16
2041,94811,blk.0.ffn_gate_exps.weight,7762,44,50;10;37;42
2042,94859,blk.1.ffn_gate_exps.weight,7762,44,35;54;34;36
2043,94906,blk.2.ffn_gate_exps.weight,7762,44,58;25;24;16
2044,94952,blk.3.ffn_gate_exps.weight,7762,44,8;4;52;59
2045,94998,blk.4.ffn_gate_exps.weight,7762,44,58;26;21;55
2046,95044,blk.5.ffn_gate_exps.weight,7761,44,37;11;4;57
2047,95090,blk.6.ffn_gate_exps.weight,7761,44,18;6;16;30
2048,95136,blk.7.ffn_gate_exps.weight,7761,44,15;30;34;39
2049,95182,blk.8.ffn_gate_exps.weight,7761,44,51;45;17;53
2050,95228,blk.9.ffn_gate_exps.weight,7761,44,30;6;1;2
2051,95274,blk.10.ffn_gate_exps.weight,7761,44,41;15;2;50
2052,95320,blk.11.ffn_gate_exps.weight,7761,44,24;52;12;37
2053,95366,blk.12.ffn_gate_exps.weight,7761,44,57;4;0;13
2054,95412,blk.13.ffn_gate_exps.weight,7761,44,11;32;56;28
2055,95458,blk.14.ffn_gate_exps.weight,7761,44,21;20;48;30
2056,95505,blk.15.ffn_gate_exps.weight,7761,44,53;16;35;36
2057,95551,blk.16.ffn_gate_exps.weight,7761,44,16;11;4;14
2058,95597,blk.17.ffn_gate_exps.weight,7761,44,35;43;3;47
2059,95643,blk.18.ffn_gate_exps.weight,7761,44,20;56;39;3
2060,95689,blk.19.ffn_gate_exps.weight,7761,44,2;26;46;12
2061,95735,blk.20.ffn_gate_exps.weight,7761,44,51;17;22;21
2062,95781,blk.21.ffn_gate_exps.weight,7761,44,36;30;25;10
2063,95827,blk.22.ffn_gate_exps.weight,7761,44,37;45;34;11
2064,95875,blk.23.ffn_gate_exps.weight,7761,44,30;33;1;36
2065,95926,blk.0.ffn_gate_exps.weight,7761,44,27;22;13;47
2066,95974,blk.1.ffn_gate_exps.weight,7761,44,7;11;37;39
2067,96021,blk.2.ffn_gate_exps.weight,7761,44,25;58;16;3
2068,96067,blk.3.ffn_gate_exps.weight,7761,44,21;57;8;44
2069,96113,blk.4.ffn_gate_exps.weight,7761,44,21;58;44;8
2070,96159,blk.5.ffn_gate_exps.weight,7761,44,11;22;32;56
2071,96205,blk.6.ffn_gate_exps.weight,7760,44,6;46;5;53
2072,96251,blk.7.ffn_gate_exps.weight,7760,44,35;39;54;48
2073,96297,blk.8.ffn_gate_exps.weight,7760,44,20;51;56;17
2074,96343,blk.9.ffn_gate_exps.weight,7760,44,30;13;6;51
2075,96389,blk.10.ffn_gate_exps.weight,7760,44,41;15;29;17
2076,96435,blk.11.ffn_gate_exps.weight,7760,44,12;37;24;59
2077,96481,blk.12.ffn_gate_exps.weight,7760,44,0;12;51;13
2078,96527,blk.13.ffn_gate_exps.weight,7760,44,33;11;2;47
2079,96573,blk.14.ffn_gate_exps.weight,7760,44,19;25;56;18
2080,96620,blk.15.ffn_gate_exps.weight,7760,44,18;1;23;21
2081,96666,blk.16.ffn_gate_exps.weight,7760,44,16;14;25;56
2082,96712,blk.17.ffn_gate_exps.weight,7760,44,33;56;2;40
2083,96758,blk.18.ffn_gate_exps.weight,7760,44,19;46;53;37
2084,96804,blk.19.ffn_gate_exps.weight,7760,44,48;51;38;11
2085,96850,blk.20.ffn_gate_exps.weight,7760,44,13;19;2;28
2086,96896,blk.21.ffn_gate_exps.weight,7759,44,43;59;13;3
2087,96942,blk.22.ffn_gate_exps.weight,7759,44,32;42;50;33
2088,96990,blk.23.ffn_gate_exps.weight,7759,44,7;12;25;54
2089,97041,blk.0.ffn_gate_exps.weight,7759,44,43;22;27;17
2090,97089,blk.1.ffn_gate_exps.weight,7759,44,24;23;43;6
2091,97136,blk.2.ffn_gate_exps.weight,7759,44,14;6;10;4
2092,97182,blk.3.ffn_gate_exps.weight,7759,44,7;23;25;38
2093,97228,blk.4.ffn_gate_exps.weight,7759,44,35;52;53;23
2094,97274,blk.5.ffn_gate_exps.weight,7759,44,52;50;33;19
2095,97320,blk.6.ffn_gate_exps.weight,7759,44,59;35;47;36
2096,97366,blk.7.ffn_gate_exps.weight,7759,44,33;11;27;24
2097,97412,blk.8.ffn_gate_exps.weight,7759,44,26;57;32;0
2098,97458,blk.9.ffn_gate_exps.weight,7759,44,20;19;25;2
2099,97504,blk.10.ffn_gate_exps.weight,7759,44,48;43;47;41
2100,97550,blk.11.ffn_gate_exps.weight,7759,44,18;35;49;46
2101,97596,blk.12.ffn_gate_exps.weight,7759,44,25;33;29;47
2102,97642,blk.13.ffn_gate_exps.weight,7759,44,22;38;9;47
2103,97688,blk.14.ffn_gate_exps.weight,7759,44,26;4;33;10
2104,97735,blk.15.ffn_gate_exps.weight,7759,44,47;49;24;26
2105,97781,blk.16.ffn_gate_exps.weight,7759,44,0;12;13;10
2106,97827,blk.17.ffn_gate_exps.weight,7759,44,28;36;29;47
2107,97873,blk.18.ffn_gate_exps.weight,7758,44,27;18;14;10
2108,97919,blk.19.ffn_gate_exps.weight,7758,44,26;9;56;36
2109,97965,blk.20.ffn_gate_exps.weight,7758,44,25;20;51;12
2110,98011,blk.21.ffn_gate_exps.weight,7758,44,12;9;52;15
2111,98057,blk.22.ffn_gate_exps.weight,7758,44,15;35;12;28
2112,98105,blk.23.ffn_gate_exps.weight,7758,44,13;36;35;19
2113,98156,blk.0.ffn_gate_exps.weight,7758,44,34;50;45;5
2114,98204,blk.1.ffn_gate_exps.weight,7758,44,22;54;44;38
2115,98251,blk.2.ffn_gate_exps.weight,7758,44,9;12;21;53
2116,98297,blk.3.ffn_gate_exps.weight,7758,44,23;4;50;24
2117,98343,blk.4.ffn_gate_exps.weight,7758,44,39;2;29;6
2118,98389,blk.5.ffn_gate_exps.weight,7758,44,37;57;2;29
2119,98435,blk.6.ffn_gate_exps.weight,7758,44,48;18;6;16
2120,98481,blk.7.ffn_gate_exps.weight,7758,44,44;34;7;46
2121,98527,blk.8.ffn_gate_exps.weight,7758,44,0;59;26;45
2122,98573,blk.9.ffn_gate_exps.weight,7757,44,37;52;30;2
2123,98619,blk.10.ffn_gate_exps.weight,7757,44,39;37;15;2
2124,98665,blk.11.ffn_gate_exps.weight,7757,44,45;2;4;18
2125,98711,blk.12.ffn_gate_exps.weight,7757,44,4;57;50;38
2126,98757,blk.13.ffn_gate_exps.weight,7757,44,45;19;32;21
2127,98803,blk.14.ffn_gate_exps.weight,7757,44,16;39;20;1
2128,98850,blk.15.ffn_gate_exps.weight,7757,44,31;53;36;47
2129,98896,blk.16.ffn_gate_exps.weight,7757,44,50;11;51;46
2130,98942,blk.17.ffn_gate_exps.weight,7757,44,7;47;28;23
2131,98988,blk.18.ffn_gate_exps.weight,7757,44,14;18;24;38
2132,99034,blk.19.ffn_gate_exps.weight,7757,44,26;22;25;50
2133,99080,blk.20.ffn_gate_exps.weight,7757,44,25;51;31;3
2134,99126,blk.21.ffn_gate_exps.weight,7757,44,8;52;9;19
2135,99172,blk.22.ffn_gate_exps.weight,7757,44,12;28;37;35
2136,99220,blk.23.ffn_gate_exps.weight,7757,44,36;45;11;22
2137,99271,blk.0.ffn_gate_exps.weight,7757,44,58;0;14;53
2138,99319,blk.1.ffn_gate_exps.weight,7757,44,35;55;39;28
2139,99366,blk.2.ffn_gate_exps.weight,7757,44,25;17;15;36
2140,99412,blk.3.ffn_gate_exps.weight,7757,44,24;34;52;21
2141,99458,blk.4.ffn_gate_exps.weight,7757,44,16;21;58;2
2142,99504,blk.5.ffn_gate_exps.weight,7757,44,59;29;15;55
2143,99550,blk.6.ffn_gate_exps.weight,7757,44,6;44;17;3
2144,99596,blk.7.ffn_gate_exps.weight,7757,44,44;45;0;3
2145,99642,blk.8.ffn_gate_exps.weight,7757,44,51;2;19;20
2146,99688,blk.9.ffn_gate_exps.weight,7757,44,30;51;37;44
2147,99734,blk.10.ffn_gate_exps.weight,7757,44,15;54;41;2
2148,99780,blk.11.ffn_gate_exps.weight,7757,44,12;38;31;45
2149,99826,blk.12.ffn_gate_exps.weight,7757,44,43;0;46;23
2150,99872,blk.13.ffn_gate_exps.weight,7757,44,51;2;53;45
2151,99918,blk.14.ffn_gate_exps.weight,7757,44,44;47;18;30
2152,99965,blk.15.ffn_gate_exps.weight,7757,44,16;1;46;18
2153,100011,blk.16.ffn_gate_exps.weight,7756,44,16;11;31;25
2154,100057,blk.17.ffn_gate_exps.weight,7756,44,56;37;42;2
2155,100103,blk.18.ffn_gate_exps.weight,7756,44,44;53;39;49
2156,100149,blk.19.ffn_gate_exps.weight,7756,44,4;2;23;24
2157,100195,blk.20.ffn_gate_exps.weight,7756,44,2;35;10;51
2158,100241,blk.21.ffn_gate_exps.weight,7756,44,9;55;43;18
2159,100287,blk.22.ffn_gate_exps.weight,7756,44,34;41;12;29
2160,100335,blk.23.ffn_gate_exps.weight,7756,44,1;30;17;25
2161,100386,blk.0.ffn_gate_exps.weight,7756,44,17;48;57;2
2162,100434,blk.1.ffn_gate_exps.weight,7756,44,58;12;20;50
2163,100481,blk.2.ffn_gate_exps.weight,7756,44,36;17;25;15
2164,100527,blk.3.ffn_gate_exps.weight,7756,44,27;24;56;52
2165,100573,blk.4.ffn_gate_exps.weight,7756,44,46;20;30;21
2166,100619,blk.5.ffn_gate_exps.weight,7756,44,29;27;11;32
2167,100665,blk.6.ffn_gate_exps.weight,7756,44,6;53;44;17
2168,100711,blk.7.ffn_gate_exps.weight,7756,44,44;14;15;3
2169,100757,blk.8.ffn_gate_exps.weight,7756,44,30;10;43;6
2170,100803,blk.9.ffn_gate_exps.weight,7756,44,37;44;23;51
2171,100849,blk.10.ffn_gate_exps.weight,7756,44,15;34;54;41
2172,100895,blk.11.ffn_gate_exps.weight,7756,44,45;46;4;38
2173,100941,blk.12.ffn_gate_exps.weight,7756,44,23;42;48;30
2174,100987,blk.13.ffn_gate_exps.weight,7756,44,51;54;45;37
2175,101033,blk.14.ffn_gate_exps.weight,7756,44,47;57;28;40
2176,101080,blk.15.ffn_gate_exps.weight,7756,44,1;23;42;18
2177,101126,blk.16.ffn_gate_exps.weight,7756,44,37;59;52;25
2178,101172,blk.17.ffn_gate_exps.weight,7756,44,37;18;2;40
2179,101218,blk.18.ffn_gate_exps.weight,7756,44,19;46;9;53
2180,101264,blk.19.ffn_gate_exps.weight,7756,44,0;40;38;35
2181,101310,blk.20.ffn_gate_exps.weight,7756,44,28;4;43;45
2182,101356,blk.21.ffn_gate_exps.weight,7756,44,43;45;18;0
2183,101402,blk.22.ffn_gate_exps.weight,7756,44,41;33;23;50
2184,101450,blk.23.ffn_gate_exps.weight,7756,44,25;7;43;32
2185,101501,blk.0.ffn_gate_exps.weight,7756,44,44;3;21;53
2186,101549,blk.1.ffn_gate_exps.weight,7756,44,10;56;59;4
2187,101596,blk.2.ffn_gate_exps.weight,7756,44,54;52;47;27
2188,101642,blk.3.ffn_gate_exps.weight,7755,44,9;43;41;40
2189,101688,blk.4.ffn_gate_exps.weight,7755,44,17;4;37;44
2190,101734,blk.5.ffn_gate_exps.weight,7755,44,10;3;58;20
2191,101780,blk.6.ffn_gate_exps.weight,7755,44,21;23;40;4
2192,101826,blk.7.ffn_gate_exps.weight,7755,44,26;49;13;59
2193,101872,blk.8.ffn_gate_exps.weight,7755,44,49;10;22;37
2194,101918,blk.9.ffn_gate_exps.weight,7755,44,42;33;14;31
2195,101964,blk.10.ffn_gate_exps.weight,7755,44,28;53;25;20
2196,102010,blk.11.ffn_gate_exps.weight,7755,44,16;56;29;9
2197,102056,blk.12.ffn_gate_exps.weight,7755,44,21;5;49;36
2198,102102,blk.13.ffn_gate_exps.weight,7755,44,39;29;12;15
2199,102148,blk.14.ffn_gate_exps.weight,7755,44,45;46;14;43
2200,102195,blk.15.ffn_gate_exps.weight,7755,44,59;29;58;43
2201,102241,blk.16.ffn_gate_exps.weight,7755,44,6;45;57;10
2202,102287,blk.17.ffn_gate_exps.weight,7755,44,49;22;24;15
2203,102333,blk.18.ffn_gate_exps.weight,7755,44,35;6;4;7
2204,102379,blk.19.ffn_gate_exps.weight,7755,44,44;17;5;58
2205,102425,blk.20.ffn_gate_exps.weight,7755,44,26;53;38;43
2206,102471,blk.21.ffn_gate_exps.weight,7755,44,29;0;51;39
2207,102517,blk.22.ffn_gate_exps.weight,7755,44,6;48;25;2
2208,102565,blk.23.ffn_gate_exps.weight,7755,44,31;5;21;58
2209,102616,blk.0.ffn_gate_exps.weight,7755,44,6;18;17;4
2210,102664,blk.1.ffn_gate_exps.weight,7755,44,19;48;46;10
2211,102711,blk.2.ffn_gate_exps.weight,7755,44,16;20;54;55
2212,102757,blk.3.ffn_gate_exps.weight,7755,44,17;2;38;39
2213,102803,blk.4.ffn_gate_exps.weight,7755,44,31;6;59;44
2214,102849,blk.5.ffn_gate_exps.weight,7755,44,34;20;6;58
2215,102895,blk.6.ffn_gate_exps.weight,7755,44,7;41;25;1
2216,102941,blk.7.ffn_gate_exps.weight,7755,44,29;12;10;2
2217,102987,blk.8.ffn_gate_exps.weight,7755,44,16;9;40;34
2218,103033,blk.9.ffn_gate_exps.weight,7755,44,57;46;32;39
2219,103079,blk.10.ffn_gate_exps.weight,7754,44,42;57;25;50
2220,103125,blk.11.ffn_gate_exps.weight,7754,44,9;43;22;3
2221,103171,blk.12.ffn_gate_exps.weight,7754,44,31;7;10;32
2222,103217,blk.13.ffn_gate_exps.weight,7754,44,29;40;44;24
2223,103263,blk.14.ffn_gate_exps.weight,7754,44,17;3;28;47
2224,103310,blk.15.ffn_gate_exps.weight,7754,44,22;42;23;8
2225,103356,blk.16.ffn_gate_exps.weight,7754,44,31;58;48;22
2226,103402,blk.17.ffn_gate_exps.weight,7754,44,32;10;3;29
2227,103448,blk.18.ffn_gate_exps.weight,7754,44,42;28;59;23
2228,103494,blk.19.ffn_gate_exps.weight,7754,44,6;12;26;38
2229,103540,blk.20.ffn_gate_exps.weight,7754,44,32;34;15;7
2230,103586,blk.21.ffn_gate_exps.weight,7754,44,41;49;27;56
2231,103632,blk.22.ffn_gate_exps.weight,7754,44,30;4;32;42
2232,103680,blk.23.ffn_gate_exps.weight,7754,44,53;43;14;24
2233,103731,blk.0.ffn_gate_exps.weight,7754,44,59;14;51;52
2234,103779,blk.1.ffn_gate_exps.weight,7754,44,13;51;44;5
2235,103826,blk.2.ffn_gate_exps.weight,7754,44,51;52;22;18
2236,103872,blk.3.ffn_gate_exps.weight,7754,44,17;40;35;47
2237,103918,blk.4.ffn_gate_exps.weight,7754,44,32;37;10;55
2238,103964,blk.5.ffn_gate_exps.weight,7754,44,58;10;49;41
2239,104010,blk.6.ffn_gate_exps.weight,7754,44,4;20;34;36
2240,104056,blk.7.ffn_gate_exps.weight,7754,44,28;13;21;51
2241,104102,blk.8.ffn_gate_exps.weight,7754,44,49;37;1;10
2242,104148,blk.9.ffn_gate_exps.weight,7754,44,29;56;42;14
2243,104194,blk.10.ffn_gate_exps.weight,7754,44,28;6;53;20
2244,104240,blk.11.ffn_gate_exps.weight,7754,44,9;43;25;16
2245,104286,blk.12.ffn_gate_exps.weight,7754,44,31;21;45;11
2246,104332,blk.13.ffn_gate_exps.weight,7754,44,29;39;36;12
2247,104378,blk.14.ffn_gate_exps.weight,7754,44,46;45;14;50
2248,104425,blk.15.ffn_gate_exps.weight,7754,44,56;58;59;11
2249,104471,blk.16.ffn_gate_exps.weight,7754,44,57;58;25;6
2250,104517,blk.17.ffn_gate_exps.weight,7754,44,3;32;52;58
2251,104563,blk.18.ffn_gate_exps.weight,7754,44,6;17;33;0
2252,104609,blk.19.ffn_gate_exps.weight,7753,44,38;36;41;0
2253,104655,blk.20.ffn_gate_exps.weight,7753,44,15;59;43;52
2254,104701,blk.21.ffn_gate_exps.weight,7753,44,48;43;34;49
2255,104747,blk.22.ffn_gate_exps.weight,7753,44,2;47;14;57
2256,104795,blk.23.ffn_gate_exps.weight,7753,44,53;55;3;58
2257,104846,blk.0.ffn_gate_exps.weight,7753,44,18;3;14;44
2258,104894,blk.1.ffn_gate_exps.weight,7753,44,51;48;2;3
2259,104941,blk.2.ffn_gate_exps.weight,7753,44,47;29;12;51
2260,104987,blk.3.ffn_gate_exps.weight,7753,44,30;17;47;3
2261,105033,blk.4.ffn_gate_exps.weight,7753,44,19;32;36;12
2262,105079,blk.5.ffn_gate_exps.weight,7753,44,56;16;10;49
2263,105125,blk.6.ffn_gate_exps.weight,7753,44,24;21;4;25
2264,105171,blk.7.ffn_gate_exps.weight,7753,44,52;25;21;43
2265,105217,blk.8.ffn_gate_exps.weight,7753,44,15;8;21;47
2266,105263,blk.9.ffn_gate_exps.weight,7753,44,46;39;56;42
2267,105309,blk.10.ffn_gate_exps.weight,7753,44,58;6;30;42
2268,105355,blk.11.ffn_gate_exps.weight,7753,44,13;43;53;9
2269,105401,blk.12.ffn_gate_exps.weight,7753,44,31;20;37;5
2270,105447,blk.13.ffn_gate_exps.weight,7753,44,29;0;1;25
2271,105493,blk.14.ffn_gate_exps.weight,7753,44,37;46;12;15
2272,105540,blk.15.ffn_gate_exps.weight,7753,44,56;43;58;11
2273,105586,blk.16.ffn_gate_exps.weight,7753,44,49;42;45;10
2274,105632,blk.17.ffn_gate_exps.weight,7753,44,49;5;39;21
2275,105678,blk.18.ffn_gate_exps.weight,7753,44,4;58;18;45
2276,105724,blk.19.ffn_gate_exps.weight,7753,44,36;33;26;44
2277,105770,blk.20.ffn_gate_exps.weight,7753,44,47;52;26;15
2278,105816,blk.21.ffn_gate_exps.weight,7753,44,53;21;12;30
2279,105862,blk.22.ffn_gate_exps.weight,7753,44,48;58;6;11
2280,105910,blk.23.ffn_gate_exps.weight,7753,44,21;5;58;36
2281,105961,blk.0.ffn_gate_exps.weight,7753,44,38;9;28;20
2282,106009,blk.1.ffn_gate_exps.weight,7753,44,59;13;4;2
2283,106056,blk.2.ffn_gate_exps.weight,7753,44,43;19;10;20
2284,106102,blk.3.ffn_gate_exps.weight,7753,44,15;30;17;41
2285,106148,blk.4.ffn_gate_exps.weight,7753,44,16;24;51;12
2286,106194,blk.5.ffn_gate_exps.weight,7752,44,53;6;7;35
2287,106240,blk.6.ffn_gate_exps.weight,7752,44,31;43;52;5
2288,106286,blk.7.ffn_gate_exps.weight,7752,44,5;30;15;43
2289,106332,blk.8.ffn_gate_exps.weight,7752,44,30;43;34;27
2290,106378,blk.9.ffn_gate_exps.weight,7752,44,41;24;32;49
2291,106424,blk.10.ffn_gate_exps.weight,7752,44,10;19;41;45
2292,106470,blk.11.ffn_gate_exps.weight,7752,44,42;50;46;22
2293,106516,blk.12.ffn_gate_exps.weight,7752,44,2;34;30;26
2294,106562,blk.13.ffn_gate_exps.weight,7752,44,14;13;29;31
2295,106608,blk.14.ffn_gate_exps.weight,7752,44,40;36;49;15
2296,106655,blk.15.ffn_gate_exps.weight,7752,44,42;48;40;54
2297,106701,blk.16.ffn_gate_exps.weight,7752,44,59;20;51;40
2298,106747,blk.17.ffn_gate_exps.weight,7752,44,45;55;50;16
2299,106793,blk.18.ffn_gate_exps.weight,7752,44,48;17;55;25
2300,106839,blk.19.ffn_gate_exps.weight,7752,44,35;43;11;8
2301,106885,blk.20.ffn_gate_exps.weight,7752,44,58;50;56;49
2302,106931,blk.21.ffn_gate_exps.weight,7752,44,1;58;47;24
2303,106977,blk.22.ffn_gate_exps.weight,7752,44,20;26;33;34
2304,107025,blk.23.ffn_gate_exps.weight,7752,44,6;40;8;28
2305,107076,blk.0.ffn_gate_exps.weight,7752,44,35;44;21;16
2306,107124,blk.1.ffn_gate_exps.weight,7752,44,19;14;13;43
2307,107171,blk.2.ffn_gate_exps.weight,7752,44,58;24;18;16
2308,107217,blk.3.ffn_gate_exps.weight,7752,44,4;52;59;27
2309,107263,blk.4.ffn_gate_exps.weight,7752,44,26;42;30;57
2310,107309,blk.5.ffn_gate_exps.weight,7752,44,4;37;5;15
2311,107355,blk.6.ffn_gate_exps.weight,7752,44,18;6;44;48
2312,107401,blk.7.ffn_gate_exps.weight,7752,44,34;23;55;3
2313,107447,blk.8.ffn_gate_exps.weight,7752,44,45;59;31;19
2314,107493,blk.9.ffn_gate_exps.weight,7752,44,37;1;52;17
2315,107539,blk.10.ffn_gate_exps.weight,7752,44,33;2;55;10
2316,107585,blk.11.ffn_gate_exps.weight,7752,44,52;2;39;23
2317,107631,blk.12.ffn_gate_exps.weight,7752,44,4;34;57;50
2318,107677,blk.13.ffn_gate_exps.weight,7752,44,32;56;53;28
2319,107723,blk.14.ffn_gate_exps.weight,7752,44,48;20;30;21
2320,107770,blk.15.ffn_gate_exps.weight,7752,44,36;45;7;10
2321,107816,blk.16.ffn_gate_exps.weight,7752,44,11;21;28;55
2322,107862,blk.17.ffn_gate_exps.weight,7752,44,43;3;35;7
2323,107908,blk.18.ffn_gate_exps.weight,7752,44,20;52;24;49
2324,107954,blk.19.ffn_gate_exps.weight,7752,44,37;25;26;57
2325,108000,blk.20.ffn_gate_exps.weight,7751,44,35;51;41;47
2326,108046,blk.21.ffn_gate_exps.weight,7751,44,17;9;16;40
2327,108092,blk.22.ffn_gate_exps.weight,7751,44,34;18;56;58
2328,108140,blk.23.ffn_gate_exps.weight,7751,44,58;22;2;30
2329,108191,blk.0.ffn_gate_exps.weight,7751,44,57;41;2;51
2330,108239,blk.1.ffn_gate_exps.weight,7751,44,20;12;4;55
2331,108286,blk.2.ffn_gate_exps.weight,7751,44,36;24;58;8
2332,108332,blk.3.ffn_gate_exps.weight,7751,44,4;28;27;52
2333,108378,blk.4.ffn_gate_exps.weight,7751,44,42;57;30;14
2334,108424,blk.5.ffn_gate_exps.weight,7751,44,4;5;28;15
2335,108470,blk.6.ffn_gate_exps.weight,7751,44,18;44;6;56
2336,108516,blk.7.ffn_gate_exps.weight,7751,44,23;34;55;44
2337,108562,blk.8.ffn_gate_exps.weight,7751,44,45;2;59;19
2338,108608,blk.9.ffn_gate_exps.weight,7751,44,37;47;52;1
2339,108654,blk.10.ffn_gate_exps.weight,7751,44,33;2;55;54
2340,108700,blk.11.ffn_gate_exps.weight,7751,44,23;38;41;4
2341,108746,blk.12.ffn_gate_exps.weight,7751,44,44;50;41;34
2342,108792,blk.13.ffn_gate_exps.weight,7751,44,32;28;43;26
2343,108838,blk.14.ffn_gate_exps.weight,7751,44,2;30;11;57
2344,108885,blk.15.ffn_gate_exps.weight,7751,44,39;21;36;45
2345,108931,blk.16.ffn_gate_exps.weight,7751,44,47;11;28;44
2346,108977,blk.17.ffn_gate_exps.weight,7751,44,43;37;3;52
2347,109023,blk.18.ffn_gate_exps.weight,7751,44,44;52;28;11
2348,109069,blk.19.ffn_gate_exps.weight,7751,44,4;57;33;17
2349,109115,blk.20.ffn_gate_exps.weight,7751,44,28;35;10;55
2350,109161,blk.21.ffn_gate_exps.weight,7751,44,31;55;1;20
2351,109207,blk.22.ffn_gate_exps.weight,7751,44,33;17;23;24
2352,109255,blk.23.ffn_gate_exps.weight,7751,44,26;58;1;30
2353,109306,blk.0.ffn_gate_exps.weight,7751,44,11;39;40;2
2354,109354,blk.1.ffn_gate_exps.weight,7751,44,13;27;53;30
2355,109401,blk.2.ffn_gate_exps.weight,7751,44,23;47;3;10
2356,109447,blk.3.ffn_gate_exps.weight,7751,44,47;17;9;3
2357,109493,blk.4.ffn_gate_exps.weight,7751,44,32;56;4;10
2358,109539,blk.5.ffn_gate_exps.weight,7751,44,16;3;32;46
2359,109585,blk.6.ffn_gate_exps.weight,7751,44,20;4;23;13
2360,109631,blk.7.ffn_gate_exps.weight,7751,44,51;13;50;49
2361,109677,blk.8.ffn_gate_exps.weight,7751,44,42;21;37;49
2362,109723,blk.9.ffn_gate_exps.weight,7751,44,42;33;0;45
2363,109769,blk.10.ffn_gate_exps.weight,7751,44,53;22;46;30
